"No.","Time","Source","Destination","Protocol","Length","Info","wlan.qos.priority","wlan.fc.type_subtype"
"291072","789.470675355","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","664","QoS Data, SN=3942, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291079","789.486513410","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3943, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291086","789.486562981","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3944, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291088","789.486576371","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3945, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291093","789.486607079","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3946, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291095","789.486663366","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3947, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291100","789.493241559","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3948, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291104","789.493272864","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3949, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291106","789.513345535","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3416, FN=0, Flags=...P...TC","","Null function (No data)"
"291109","789.619934890","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3417, FN=0, Flags=.......TC","","Null function (No data)"
"291111","789.619987495","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3417, FN=0, Flags=....R..TC","","Null function (No data)"
"291115","789.620040429","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","273","QoS Data, SN=3950, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291122","789.639745338","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3951, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291126","789.639788356","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3952, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291130","789.643038170","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1351","QoS Data, SN=3953, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291134","789.662347208","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3418, FN=0, Flags=...P...TC","","Null function (No data)"
"291138","789.772089535","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=2880, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"291140","789.806662780","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3419, FN=0, Flags=.......TC","","Null function (No data)"
"291149","789.813764153","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3954, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291150","789.813910889","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=3955, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291152","789.834510040","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3420, FN=0, Flags=...P...TC","","Null function (No data)"
"291155","789.865337869","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3421, FN=0, Flags=.......TC","","Null function (No data)"
"291157","789.884508071","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3422, FN=0, Flags=...P...TC","","Null function (No data)"
"291159","789.895936325","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=2882, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"291160","789.912388018","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=2883, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"291163","790.131146389","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3423, FN=0, Flags=.......TC","","Null function (No data)"
"291170","790.134672396","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","171","QoS Data, SN=3956, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"291171","790.134683610","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3957, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"291174","790.163327074","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3424, FN=0, Flags=...P...TC","","Null function (No data)"
"291227","792.794465213","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","141","Probe Request, SN=3425, FN=0, Flags=........C, SSID=""James""","","Probe Request"
"291229","792.801212351","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","218","Probe Response, SN=51, FN=0, Flags=........C, BI=100, SSID=""James""","","Probe Response"
"291232","792.830524551","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3426, FN=0, Flags=...P...TC","","Null function (No data)"
"291234","792.830713376","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3427, FN=0, Flags=.......TC","","Null function (No data)"
"291236","792.850804266","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3428, FN=0, Flags=...P...TC","","Null function (No data)"
"291278","795.546259404","aa:3a:0e:b6:ed:12","Broadcast","802.11","142","Probe Request, SN=2922, FN=0, Flags=........C, SSID=""James""","","Probe Request"
"291279","795.562031442","aa:3a:0e:b6:ed:12","Broadcast","802.11","142","Probe Request, SN=2923, FN=0, Flags=........C, SSID=""James""","","Probe Request"
"291281","795.598919944","aa:3a:0e:b6:ed:12","Broadcast","802.11","142","Probe Request, SN=2924, FN=0, Flags=........C, SSID=""James""","","Probe Request"
"291282","795.602820347","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","218","Probe Response, SN=83, FN=0, Flags=........C, BI=100, SSID=""James""","","Probe Response"
"291284","795.614868422","aa:3a:0e:b6:ed:12","Broadcast","802.11","142","Probe Request, SN=2925, FN=0, Flags=........C, SSID=""James""","","Probe Request"
"291285","795.618625755","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","218","Probe Response, SN=84, FN=0, Flags=........C, BI=100, SSID=""James""","","Probe Response"
"291287","795.632298778","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3429, FN=0, Flags=.......TC","","Null function (No data)"
"291289","795.652080991","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3430, FN=0, Flags=...P...TC","","Null function (No data)"
"291292","795.708662924","aa:3a:0e:b6:ed:12","Broadcast","802.11","142","Probe Request, SN=2926, FN=0, Flags=........C, SSID=""James""","","Probe Request"
"291293","795.724722064","aa:3a:0e:b6:ed:12","Broadcast","802.11","142","Probe Request, SN=2927, FN=0, Flags=........C, SSID=""James""","","Probe Request"
"291416","802.257428544","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3431, FN=0, Flags=.......TC","","Null function (No data)"
"291423","802.264425949","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3958, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291427","802.267464165","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3959, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291429","802.285779720","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3432, FN=0, Flags=...P...TC","","Null function (No data)"
"291433","802.360799754","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3433, FN=0, Flags=.......TC","","Null function (No data)"
"291434","802.360820836","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3433, FN=0, Flags=....R..TC","","Null function (No data)"
"291437","802.377371455","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3434, FN=0, Flags=...P...TC","","Null function (No data)"
"291567","807.275188489","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3435, FN=0, Flags=.......TC","","Null function (No data)"
"291574","807.320220707","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3960, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291578","807.320525768","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3961, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291582","807.372889775","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3436, FN=0, Flags=...P...TC","","Null function (No data)"
"291826","812.517411901","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3437, FN=0, Flags=.......TC","","Null function (No data)"
"291828","812.520976225","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=150, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"291836","812.721389296","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3438, FN=0, Flags=...P...TC","","Null function (No data)"
"291860","814.342078522","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3439, FN=0, Flags=.......TC","","Null function (No data)"
"291861","814.342100562","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3439, FN=0, Flags=....R..TC","","Null function (No data)"
"291867","814.345506532","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3962, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291870","814.349299861","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3962, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"291872","814.365640397","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3440, FN=0, Flags=...P...TC","","Null function (No data)"
"291875","814.443549593","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3441, FN=0, Flags=.......TC","","Null function (No data)"
"291879","814.443583590","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","150","QoS Data, SN=3963, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291884","814.457095827","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","208","QoS Data, SN=3964, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"291887","814.491421450","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3442, FN=0, Flags=...P...TC","","Null function (No data)"
"291979","819.259743188","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3443, FN=0, Flags=.......TC","","Null function (No data)"
"291983","819.266297056","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=151, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"291985","819.266478364","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=151, FN=0, Flags=.p..R..TC","Voice (Voice)","QoS Data"
"291987","819.288049368","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3444, FN=0, Flags=...P...TC","","Null function (No data)"
"291990","819.360612136","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3445, FN=0, Flags=.......TC","","Null function (No data)"
"291992","819.379804107","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3446, FN=0, Flags=...P...TC","","Null function (No data)"
"291993","819.379823933","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3446, FN=0, Flags=...PR..TC","","Null function (No data)"
"292181","829.192458629","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3447, FN=0, Flags=.......TC","","Null function (No data)"
"292184","829.214402854","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3448, FN=0, Flags=...P...TC","","Null function (No data)"
"292192","829.501675604","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3449, FN=0, Flags=.......TC","","Null function (No data)"
"292196","829.522448913","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3450, FN=0, Flags=...P...TC","","Null function (No data)"
"292198","829.522472487","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3450, FN=0, Flags=...PR..TC","","Null function (No data)"
"292417","840.588425758","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3451, FN=0, Flags=.......TC","","Null function (No data)"
"292421","840.592098995","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3965, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"292423","840.607596937","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3452, FN=0, Flags=...P...TC","","Null function (No data)"
"292521","845.800177483","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3453, FN=0, Flags=.......TC","","Null function (No data)"
"292523","845.800212371","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=152, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"292532","846.002524094","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3454, FN=0, Flags=...P...TC","","Null function (No data)"
"292540","846.497243946","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3455, FN=0, Flags=.......TC","","Null function (No data)"
"292548","846.507299574","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3966, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"292552","846.507331293","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=3967, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"292557","846.514375699","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3968, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"292559","846.534604013","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3456, FN=0, Flags=...P...TC","","Null function (No data)"
"292564","846.750356892","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3457, FN=0, Flags=.......TC","","Null function (No data)"
"292568","846.774623783","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3458, FN=0, Flags=...P...TC","","Null function (No data)"
"292571","846.803079983","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3459, FN=0, Flags=.......TC","","Null function (No data)"
"292573","846.822437958","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3460, FN=0, Flags=...P...TC","","Null function (No data)"
"292631","849.874853598","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3461, FN=0, Flags=.......TC","","Null function (No data)"
"292639","849.878400752","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3969, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"292643","849.878433222","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=3970, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"292649","849.972460576","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3462, FN=0, Flags=...P...TC","","Null function (No data)"
"292684","851.664872389","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3463, FN=0, Flags=.......TC","","Null function (No data)"
"292686","851.683742934","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3464, FN=0, Flags=...P...TC","","Null function (No data)"
"292691","851.717035148","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3465, FN=0, Flags=.......TC","","Null function (No data)"
"292695","851.724595543","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=153, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"292697","851.745401034","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3466, FN=0, Flags=...P...TC","","Null function (No data)"
"293117","876.802092845","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","68","QoS Null function (No data), SN=3467, FN=0, Flags=...P...TC","Voice (Voice)","QoS Null function (No data)"
"293301","885.677770178","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3468, FN=0, Flags=.......TC","","Null function (No data)"
"293310","885.681368023","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3971, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"293312","885.697280342","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3469, FN=0, Flags=...P...TC","","Null function (No data)"
"293414","890.854052926","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3470, FN=0, Flags=.......TC","","Null function (No data)"
"293416","890.858017371","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=154, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"293420","891.061506994","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3471, FN=0, Flags=...P...TC","","Null function (No data)"
"293751","909.216088366","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3472, FN=0, Flags=.......TC","","Null function (No data)"
"293758","909.265994200","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3972, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"293762","909.266030878","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=3973, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"293765","909.272271274","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3473, FN=0, Flags=.......TC","","Null function (No data)"
"293776","909.603512261","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3474, FN=0, Flags=...P...TC","","Null function (No data)"
"293778","909.631750208","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3475, FN=0, Flags=.......TC","","Null function (No data)"
"293780","909.667466360","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3476, FN=0, Flags=...P...TC","","Null function (No data)"
"293781","909.667488166","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3476, FN=0, Flags=...PR..TC","","Null function (No data)"
"293782","909.667495097","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3476, FN=0, Flags=...PR..TC","","Null function (No data)"
"293783","909.667683654","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3476, FN=0, Flags=...PR..TC","","Null function (No data)"
"293784","909.670709863","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3476, FN=0, Flags=...PR..TC","","Null function (No data)"
"293865","914.336183165","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3477, FN=0, Flags=.......TC","","Null function (No data)"
"293870","914.343152028","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=155, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"293872","914.343189926","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=156, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"293875","914.388348125","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3478, FN=0, Flags=.......TC","","Null function (No data)"
"293877","914.394559516","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3479, FN=0, Flags=...P...TC","","Null function (No data)"
"294296","939.682872874","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","68","QoS Null function (No data), SN=3480, FN=0, Flags=...P...TC","Voice (Voice)","QoS Null function (No data)"
"295084","965.490719780","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","68","QoS Null function (No data), SN=3481, FN=0, Flags=...P...TC","Voice (Voice)","QoS Null function (No data)"
"295085","965.493753186","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","68","QoS Null function (No data), SN=3481, FN=0, Flags=...PR..TC","Voice (Voice)","QoS Null function (No data)"
"295605","991.299926373","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","68","QoS Null function (No data), SN=3482, FN=0, Flags=...P...TC","Voice (Voice)","QoS Null function (No data)"
"295736","997.441740389","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3483, FN=0, Flags=.......TC","","Null function (No data)"
"295743","997.487246523","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3974, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295747","997.487268636","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=3975, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295750","997.537994303","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3484, FN=0, Flags=...P...TC","","Null function (No data)"
"295752","997.576106007","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3485, FN=0, Flags=.......TC","","Null function (No data)"
"295758","997.579988635","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","185","QoS Data, SN=3976, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295760","997.595931868","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3486, FN=0, Flags=...P...TC","","Null function (No data)"
"295766","997.741798249","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3487, FN=0, Flags=.......TC","","Null function (No data)"
"295772","997.741860488","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=3977, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295774","997.761723863","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3488, FN=0, Flags=...P...TC","","Null function (No data)"
"295777","997.845712446","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3489, FN=0, Flags=.......TC","","Null function (No data)"
"295784","997.849190291","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3978, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295788","997.863780777","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","151","QoS Data, SN=3979, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295791","997.882468690","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3490, FN=0, Flags=...P...TC","","Null function (No data)"
"295797","998.050301765","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3491, FN=0, Flags=.......TC","","Null function (No data)"
"295803","998.053998366","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","448","QoS Data, SN=3980, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295805","998.072020777","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3492, FN=0, Flags=...P...TC","","Null function (No data)"
"295808","998.153356105","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3493, FN=0, Flags=.......TC","","Null function (No data)"
"295812","998.175683345","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3494, FN=0, Flags=...P...TC","","Null function (No data)"
"295818","998.304016246","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3495, FN=0, Flags=.......TC","","Null function (No data)"
"295825","998.307318810","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3981, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295827","998.307331713","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3982, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"295829","998.325892766","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3496, FN=0, Flags=...P...TC","","Null function (No data)"
"295832","998.355549456","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3497, FN=0, Flags=.......TC","","Null function (No data)"
