"No.","Time","Source","Destination","Protocol","Length","Info","wlan.qos.priority","wlan.fc.type_subtype"
"287092","721.213430090","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=3801, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"287093","721.213436699","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=3802, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"287095","721.231329629","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3285, FN=0, Flags=...P...TC","","Null function (No data)"
"287098","721.301263303","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3286, FN=0, Flags=.......TC","","Null function (No data)"
"287102","721.301302996","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","150","QoS Data, SN=3803, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"287104","721.320976002","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3287, FN=0, Flags=...P...TC","","Null function (No data)"
"287112","721.548027148","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3288, FN=0, Flags=.......TC","","Null function (No data)"
"287118","721.548208528","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","211","QoS Data, SN=3804, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"287125","721.583656462","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3290, FN=0, Flags=...P...TC","","Null function (No data)"
"287363","727.401506955","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3291, FN=0, Flags=.......TC","","Null function (No data)"
"287369","727.404703026","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=146, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"287371","727.407771456","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=147, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"287373","727.407793910","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=148, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"287377","727.497228909","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3292, FN=0, Flags=...P...TC","","Null function (No data)"
"289407","753.101488063","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","68","QoS Null function (No data), SN=3293, FN=0, Flags=...P...TC","Voice (Voice)","QoS Null function (No data)"
"289913","774.304310027","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3294, FN=0, Flags=.......TC","","Null function (No data)"
"289917","774.304482556","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","171","QoS Data, SN=3805, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"289920","774.334617066","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3295, FN=0, Flags=...P...TC","","Null function (No data)"
"289925","774.338126899","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3806, FN=0, Flags=.p.P...TC","Best Effort (Best Effort)","QoS Data"
"289936","774.758421576","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3296, FN=0, Flags=.......TC","","Null function (No data)"
"289940","774.758605493","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","150","QoS Data, SN=3807, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"289945","774.771740591","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","183","QoS Data, SN=3808, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"289952","774.807990253","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3297, FN=0, Flags=...P...TC","","Null function (No data)"
"289960","775.016092042","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3298, FN=0, Flags=.......TC","","Null function (No data)"
"289966","775.019924906","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3809, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"289968","775.038385006","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3299, FN=0, Flags=...P...TC","","Null function (No data)"
"289970","775.097735204","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3300, FN=0, Flags=.......TC","","Null function (No data)"
"289974","775.097781150","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","175","QoS Data, SN=3810, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"289975","775.097788939","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=3811, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"289980","775.111974244","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3301, FN=0, Flags=.......TC","","Null function (No data)"
"289982","775.124147070","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3302, FN=0, Flags=...P...TC","","Null function (No data)"
"290001","776.346343634","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3303, FN=0, Flags=.......TC","","Null function (No data)"
"290007","776.352885526","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3812, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290010","776.352909289","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3812, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"290013","776.374442755","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3304, FN=0, Flags=...P...TC","","Null function (No data)"
"290016","776.442448695","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3305, FN=0, Flags=.......TC","","Null function (No data)"
"290021","776.446444657","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","150","QoS Data, SN=3813, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290023","776.460882003","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3306, FN=0, Flags=...P...TC","","Null function (No data)"
"290031","776.750130676","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3307, FN=0, Flags=.......TC","","Null function (No data)"
"290037","776.753845161","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","190","QoS Data, SN=3814, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290040","776.787388247","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3308, FN=0, Flags=...P...TC","","Null function (No data)"
"290043","776.858030371","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3309, FN=0, Flags=.......TC","","Null function (No data)"
"290047","776.881941095","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3310, FN=0, Flags=...P...TC","","Null function (No data)"
"290060","777.525178803","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3311, FN=0, Flags=.......TC","","Null function (No data)"
"290064","777.525376813","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3815, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290066","777.544407298","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3312, FN=0, Flags=...P...TC","","Null function (No data)"
"290070","777.593029471","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3313, FN=0, Flags=.......TC","","Null function (No data)"
"290074","777.596255814","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=3816, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290075","777.596275443","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=3817, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290076","777.596288392","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=3818, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290081","777.596349793","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=3819, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290087","777.606942755","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","171","QoS Data, SN=3820, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290091","777.607076265","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","171","QoS Data, SN=3821, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290097","777.619379103","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","171","QoS Data, SN=3822, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290102","777.619505209","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","171","QoS Data, SN=3823, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290104","777.633750731","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3314, FN=0, Flags=...P...TC","","Null function (No data)"
"290107","777.679620203","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3315, FN=0, Flags=.......TC","","Null function (No data)"
"290113","777.704419688","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3316, FN=0, Flags=...P...TC","","Null function (No data)"
"290116","777.784468979","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3317, FN=0, Flags=.......TC","","Null function (No data)"
"290118","777.803677557","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3318, FN=0, Flags=...P...TC","","Null function (No data)"
"290122","778.024609044","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3319, FN=0, Flags=.......TC","","Null function (No data)"
"290124","778.044308489","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3320, FN=0, Flags=...P...TC","","Null function (No data)"
"290127","778.127581703","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3321, FN=0, Flags=.......TC","","Null function (No data)"
"290129","778.146402917","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3322, FN=0, Flags=...P...TC","","Null function (No data)"
"290135","778.317976510","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=2752, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"290139","778.402284361","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=2754, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"290141","778.417813970","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=2755, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"290142","778.435539714","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3323, FN=0, Flags=.......TC","","Null function (No data)"
"290144","778.438839694","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","218","Probe Response, SN=3961, FN=0, Flags=........C, BI=100, SSID=""James""","","Probe Response"
"290146","778.462844266","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3324, FN=0, Flags=...P...TC","","Null function (No data)"
"290152","778.501662026","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=2756, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"290153","778.516137972","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=2757, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"290165","778.986483370","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3325, FN=0, Flags=.......TC","","Null function (No data)"
"290169","778.990244509","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","157","QoS Data, SN=3824, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290173","779.006308329","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3326, FN=0, Flags=...P...TC","","Null function (No data)"
"290175","779.006324159","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3327, FN=0, Flags=.......TC","","Null function (No data)"
"290179","779.012329636","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=3825, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290184","779.034223772","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3826, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290186","779.036740732","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3328, FN=0, Flags=...P...TC","","Null function (No data)"
"290188","779.063980812","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3329, FN=0, Flags=.......TC","","Null function (No data)"
"290194","779.070874907","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","725","QoS Data, SN=3827, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"290196","779.074182672","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3330, FN=0, Flags=...P...TC","","Null function (No data)"
"290202","779.274430171","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3331, FN=0, Flags=.......TC","","Null function (No data)"
"290206","779.278315072","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","725","QoS Data, SN=3828, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290217","779.288724309","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3829, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290219","779.288737348","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3830, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290223","779.288753297","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3831, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290224","779.288757301","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3832, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290225","779.288761302","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3833, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290229","779.313805407","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3332, FN=0, Flags=...P...TC","","Null function (No data)"
"290233","779.313840712","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","293","QoS Data, SN=3834, FN=0, Flags=.p.P...TC","Best Effort (Best Effort)","QoS Data"
"290239","779.313867085","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","234","QoS Data, SN=3835, FN=0, Flags=.p.P...TC","Best Effort (Best Effort)","QoS Data"
"290241","779.316461240","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=149, FN=0, Flags=.p.P...TC","Voice (Voice)","QoS Data"
"290245","779.320359880","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1342","QoS Data, SN=3836, FN=0, Flags=.p.P...TC","Best Effort (Best Effort)","QoS Data"
"290247","779.326419985","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3333, FN=0, Flags=.......TC","","Null function (No data)"
"290255","779.330459504","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","314","QoS Data, SN=3837, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290259","779.337954858","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3838, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290261","779.337971853","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","173","QoS Data, SN=3839, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290266","779.374469466","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3334, FN=0, Flags=...P...TC","","Null function (No data)"
"290269","779.434115047","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3335, FN=0, Flags=.......TC","","Null function (No data)"
"290273","779.434156702","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3840, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290280","779.451851967","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3841, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290284","779.455972725","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3842, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290288","779.455999809","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3843, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290290","779.474438716","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3336, FN=0, Flags=...P...TC","","Null function (No data)"
"290295","779.526234442","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3337, FN=0, Flags=.......TC","","Null function (No data)"
"290299","779.526283106","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","278","QoS Data, SN=3844, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290300","779.526293882","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","800","QoS Data, SN=3845, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290304","779.545813893","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","800","QoS Data, SN=3846, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290309","779.579015241","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3338, FN=0, Flags=...P...TC","","Null function (No data)"
"290313","779.630479565","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3339, FN=0, Flags=.......TC","","Null function (No data)"
"290317","779.630534399","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","439","QoS Data, SN=3847, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290320","779.630832440","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","439","QoS Data, SN=3847, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"290323","779.634251093","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","439","QoS Data, SN=3847, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"290326","779.650029027","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3340, FN=0, Flags=...P...TC","","Null function (No data)"
"290329","779.659926435","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3341, FN=0, Flags=.......TC","","Null function (No data)"
"290337","779.659980908","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3848, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290339","779.680412928","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3342, FN=0, Flags=...P...TC","","Null function (No data)"
"290343","779.740562223","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3343, FN=0, Flags=.......TC","","Null function (No data)"
"290347","779.740790599","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3849, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290349","779.760517748","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3344, FN=0, Flags=...P...TC","","Null function (No data)"
"290352","779.844084017","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3345, FN=0, Flags=.......TC","","Null function (No data)"
"290359","779.850932938","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3850, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290361","779.850949576","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=3851, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290363","779.866899934","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3346, FN=0, Flags=...P...TC","","Null function (No data)"
"290370","780.252022426","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3347, FN=0, Flags=.......TC","","Null function (No data)"
"290374","780.252071106","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","167","QoS Data, SN=3852, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290382","780.262183425","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=3853, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290384","780.282370097","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3348, FN=0, Flags=...P...TC","","Null function (No data)"
"290388","780.436436234","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3349, FN=0, Flags=.......TC","","Null function (No data)"
"290392","780.439497098","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","164","QoS Data, SN=3854, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290397","780.456390867","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=3855, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290402","780.476450550","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3856, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290406","780.476758132","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","664","QoS Data, SN=3857, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290415","780.496510975","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3858, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290419","780.496531532","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3859, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290423","780.496549871","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3350, FN=0, Flags=...P...TC","","Null function (No data)"
"290426","780.539881470","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3351, FN=0, Flags=.......TC","","Null function (No data)"
"290428","780.543003096","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3351, FN=0, Flags=....R..TC","","Null function (No data)"
"290436","780.550187260","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3860, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"290437","780.550193108","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3861, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290438","780.550198054","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3862, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290439","780.550203048","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3863, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290440","780.550207500","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3864, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290441","780.550212313","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","273","QoS Data, SN=3865, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290443","780.559502024","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3352, FN=0, Flags=...P...TC","","Null function (No data)"
"290448","780.748504942","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3353, FN=0, Flags=.......TC","","Null function (No data)"
"290456","780.751956783","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","273","QoS Data, SN=3866, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290460","780.752013754","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=3867, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290464","780.755502038","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1346","QoS Data, SN=3868, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290466","780.758241433","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=3354, FN=0, Flags=...P...TC","","Null function (No data)"
