"No.","Time","Source","Destination","Protocol","Length","Info","wlan.qos.priority","wlan.fc.type_subtype"
"38677","583.334384465","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","182","QoS Data, SN=886, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38684","583.368200151","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=887, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38686","583.368234291","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=888, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38695","583.378456939","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","189","QoS Data, SN=889, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38697","583.378484279","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","235","QoS Data, SN=890, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38704","583.384611077","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=891, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38714","583.476612857","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=892, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38718","583.530771713","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2005, FN=0, Flags=...P...TC","","Null function (No data)"
"38720","583.575349592","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2006, FN=0, Flags=.......TC","","Null function (No data)"
"38724","583.578808050","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","236","QoS Data, SN=893, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38740","583.785510730","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=894, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38752","583.869509615","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=895, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38757","583.872677875","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=896, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38775","584.081476666","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","235","QoS Data, SN=897, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38784","584.160047840","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=898, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38788","584.163157408","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=899, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38795","584.226760997","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","234","QoS Data, SN=900, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38806","584.337110952","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=901, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38810","584.337167122","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=902, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38812","584.349388214","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2007, FN=0, Flags=...P...TC","","Null function (No data)"
"38816","584.398811369","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2008, FN=0, Flags=....R..TC","","Null function (No data)"
"38823","584.408979946","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","234","QoS Data, SN=903, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38829","584.480198858","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","182","QoS Data, SN=904, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38833","584.495974421","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2009, FN=0, Flags=...P...TC","","Null function (No data)"
"38838","584.523920185","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2010, FN=0, Flags=.......TC","","Null function (No data)"
"38846","584.527138762","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=905, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38847","584.527158279","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=906, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38848","584.527171703","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","233","QoS Data, SN=907, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38859","584.617110867","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=908, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38867","584.856670976","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","234","QoS Data, SN=909, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38873","584.922598413","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","182","QoS Data, SN=910, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38879","584.946023425","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=911, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38883","584.946081175","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","182","QoS Data, SN=912, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38888","584.954846560","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","234","QoS Data, SN=913, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38903","585.168597978","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2011, FN=0, Flags=...P...TC","","Null function (No data)"
"38909","585.269146797","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2012, FN=0, Flags=.......TC","","Null function (No data)"
"38915","585.272690964","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","235","QoS Data, SN=915, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38927","585.371372677","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=916, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38935","585.452551744","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","236","QoS Data, SN=917, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38949","585.552242093","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=918, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38960","585.669440412","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","237","QoS Data, SN=919, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38971","585.764728808","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=920, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38973","585.776427359","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2013, FN=0, Flags=...P...TC","","Null function (No data)"
"38976","585.803358467","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2014, FN=0, Flags=.......TC","","Null function (No data)"
"38981","585.889024416","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","237","QoS Data, SN=921, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38989","585.982364571","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=922, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"38991","585.988157082","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2015, FN=0, Flags=...P...TC","","Null function (No data)"
"38998","586.118175494","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2016, FN=0, Flags=.......TC","","Null function (No data)"
"39004","586.121516037","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","239","QoS Data, SN=923, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39013","586.266815216","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=924, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39020","586.284229489","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=925, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39025","586.348066036","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","239","QoS Data, SN=926, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39035","586.411823091","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","182","QoS Data, SN=927, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39040","586.439254342","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=928, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39044","586.449343877","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","240","QoS Data, SN=929, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39055","586.548278485","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=930, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39061","586.551847533","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=931, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39066","586.551914017","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=932, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39069","586.554633268","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=932, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"39073","586.560562024","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","182","QoS Data, SN=933, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39079","586.587883115","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","241","QoS Data, SN=934, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39094","586.728086103","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=935, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39100","586.806846794","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2017, FN=0, Flags=...P...TC","","Null function (No data)"
"39103","586.880126453","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2018, FN=0, Flags=.......TC","","Null function (No data)"
"39109","586.883323193","aa:3a:0e:b6:ed:12","IPv6mcast_ff:b6:ed:12","802.11","167","QoS Data, SN=936, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39113","586.936953567","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","241","QoS Data, SN=937, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39123","587.050413892","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=938, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39127","587.056606060","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2019, FN=0, Flags=...P...TC","","Null function (No data)"
"39131","587.060221156","aa:3a:0e:b6:ed:12","IPv6mcast_ff:b6:ed:12","802.11","162","Data, SN=3886, FN=0, Flags=.pm...F.C","","Data"
"39136","587.083874660","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2020, FN=0, Flags=.......TC","","Null function (No data)"
"39152","587.194036573","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","242","QoS Data, SN=939, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39168","587.272481347","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","182","QoS Data, SN=940, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39174","587.278977406","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=941, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39181","587.312625593","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","243","QoS Data, SN=942, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39203","587.404745946","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=943, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39274","587.535170398","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=944, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39278","587.543054217","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=945, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39287","587.575896054","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","692","QoS Data, SN=946, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39289","587.575932081","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","186","QoS Data, SN=947, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39303","587.602662555","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","638","QoS Data, SN=948, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39307","587.612780905","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","309","QoS Data, SN=949, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39315","587.626426238","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2021, FN=0, Flags=...P...TC","","Null function (No data)"
"39322","587.674129184","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2022, FN=0, Flags=.......TC","","Null function (No data)"
"39324","587.674178467","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2022, FN=0, Flags=....R..TC","","Null function (No data)"
"39335","587.686824105","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","690","QoS Data, SN=950, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39336","587.686840971","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","182","QoS Data, SN=951, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39337","587.686854423","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","509","QoS Data, SN=952, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39338","587.686867115","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=953, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39384","587.728613451","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","156","QoS Data, SN=954, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39388","587.728668912","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","160","QoS Data, SN=955, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39390","587.728694149","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","156","QoS Data, SN=956, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39398","587.742056933","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=957, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39402","587.742112088","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=958, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39412","587.778769430","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2023, FN=0, Flags=.......TC","","Null function (No data)"
"39418","587.788649767","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","233","QoS Data, SN=959, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39422","587.792215918","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","166","QoS Data, SN=960, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39426","587.792279733","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","669","QoS Data, SN=961, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39453","587.804922951","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=962, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39471","587.811914651","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=963, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39521","587.909294703","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=964, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39532","587.926112754","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","749","QoS Data, SN=965, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39534","587.926148457","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","186","QoS Data, SN=966, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39556","587.942039497","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1223","QoS Data, SN=967, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39561","587.945154900","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=968, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39565","587.945215081","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=969, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39567","587.945241987","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","658","QoS Data, SN=970, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39574","587.948539989","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","162","QoS Data, SN=971, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39579","587.954999050","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=972, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39586","587.962012404","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=973, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39592","587.970902091","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","283","QoS Data, SN=974, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39596","587.974438413","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","186","QoS Data, SN=975, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39604","587.993130754","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=976, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39614","588.062126668","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=977, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39618","588.062207668","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=978, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39625","588.090156492","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=979, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39712","588.335933875","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2024, FN=0, Flags=...P...TC","","Null function (No data)"
"39714","588.363417303","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2025, FN=0, Flags=.......TC","","Null function (No data)"
"39716","588.366647554","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2025, FN=0, Flags=....R..TC","","Null function (No data)"
"39720","588.366668937","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","321","QoS Data, SN=980, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39730","588.394151565","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=981, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39741","588.446918270","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2026, FN=0, Flags=...P...TC","","Null function (No data)"
"39974","588.751370992","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2027, FN=0, Flags=.......TC","","Null function (No data)"
"39987","588.754580137","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=982, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39992","588.754648341","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=983, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39993","588.754661252","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=984, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39994","588.754673640","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=985, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"39998","588.758239830","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=986, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40000","588.758274476","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=987, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40001","588.758288136","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=988, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40017","588.782101335","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=989, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40030","588.801470824","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=2028, FN=0, Flags=.......TC","","Null function (No data)"
"40130","588.878333930","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","172","QoS Data, SN=990, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40134","588.881458943","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","172","QoS Data, SN=991, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40157","588.891382145","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=992, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40232","588.928431022","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","318","QoS Data, SN=993, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40234","588.928455741","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","186","QoS Data, SN=994, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40264","588.934853149","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=995, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40296","588.944693356","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","795","QoS Data, SN=996, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40310","588.951300704","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","362","QoS Data, SN=997, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40321","588.954491440","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","280","QoS Data, SN=998, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40326","588.954581947","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","385","QoS Data, SN=999, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40327","588.954595305","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1000, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40329","588.954620852","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1001, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40330","588.954632805","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","438","QoS Data, SN=1002, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40331","588.954645123","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","358","QoS Data, SN=1003, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"40335","588.954690929","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","352","QoS Data, SN=1004, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
