"No.","Time","Source","Destination","Protocol","Length","Info","wlan.qos.priority","wlan.fc.type_subtype"
"10069","150.341365512","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1152, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10070","150.344975974","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1153, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10071","150.345000786","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1154, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10072","150.345007591","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1155, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10076","150.363950050","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1156, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10078","150.370876138","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1157, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10089","150.388486248","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","277","QoS Data, SN=1158, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10093","150.396405242","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1159, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10094","150.396427900","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","156","QoS Data, SN=1160, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10100","150.400180184","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","664","QoS Data, SN=1161, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10107","150.428666315","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1162, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10108","150.428673734","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1163, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10109","150.428679495","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1164, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10111","150.428693325","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1165, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10113","150.428868680","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1166, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10121","150.438962117","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1167, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10123","150.456137954","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","221","QoS Data, SN=1168, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10125","150.456332600","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1169, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10126","150.456338654","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","245","QoS Data, SN=1170, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10128","150.456794615","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","590","QoS Data, SN=1171, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10138","150.498973147","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1172, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10140","150.498997540","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","178","QoS Data, SN=1173, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10151","150.572353394","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1217, FN=0, Flags=...P...TC","","Null function (No data)"
"10154","150.599297366","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1218, FN=0, Flags=.......TC","","Null function (No data)"
"10160","150.605998907","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1174, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10162","150.606054642","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1175, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10164","150.606080954","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1176, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10165","150.606093684","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1177, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10166","150.606105511","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1178, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10167","150.606117428","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1179, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10168","150.606129424","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1180, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10174","150.612685562","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1181, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10176","150.618593016","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1182, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"10177","150.618629812","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1183, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"10178","150.618643328","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1184, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"10186","150.642992096","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1186, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10188","150.643011690","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1185, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"10189","150.643018767","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1187, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10190","150.643025158","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1188, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10194","150.643050149","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1189, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10195","150.643056762","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1190, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10197","150.643069266","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1191, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10201","150.643094398","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1192, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10205","150.643118814","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1193, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10210","150.659218596","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","186","QoS Data, SN=1194, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10216","150.731152745","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","141","QoS Data, SN=158, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"10226","150.785012280","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","170","QoS Data, SN=1195, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10230","150.785039101","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","170","QoS Data, SN=1196, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10238","150.822892564","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1197, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10240","150.822909440","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","201","QoS Data, SN=1198, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10244","150.822928727","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","641","QoS Data, SN=1199, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10258","150.860057952","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1200, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10267","150.870398257","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","196","QoS Data, SN=1202, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10271","150.870424504","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1203, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10277","150.892778090","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1219, FN=0, Flags=...P...TC","","Null function (No data)"
"10286","150.962202168","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1220, FN=0, Flags=.......TC","","Null function (No data)"
"10292","150.962250019","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","196","QoS Data, SN=1204, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10299","150.968772338","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","236","QoS Data, SN=1205, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10301","150.968790515","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","156","QoS Data, SN=1206, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10305","150.968815024","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1207, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10311","151.010975291","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","157","QoS Data, SN=1208, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10315","151.011005487","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","157","QoS Data, SN=1209, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10328","151.047709223","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1210, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10334","151.076363410","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=1211, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10338","151.076380011","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","652","QoS Data, SN=1212, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10345","151.090318214","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=1213, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10347","151.090334363","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=1214, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10354","151.120746818","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=1215, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10358","151.120787021","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=1216, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10364","151.159752072","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","293","QoS Data, SN=1217, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10372","151.200912249","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","135","QoS Data, SN=1218, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10392","151.594547429","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1221, FN=0, Flags=...P...TC","","Null function (No data)"
"10396","151.708941563","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1222, FN=0, Flags=.......TC","","Null function (No data)"
"10400","151.712353332","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","167","QoS Data, SN=1219, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10404","151.712448709","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1223, FN=0, Flags=...P...TC","","Null function (No data)"
"10407","151.756680173","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1224, FN=0, Flags=.......TC","","Null function (No data)"
"10413","151.760012145","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1220, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10415","151.802512831","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","72","Action, SN=551, FN=0, Flags=........C","","Action"
"10417","151.806114253","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","72","Action, SN=1225, FN=0, Flags=........C","","Action"
"10419","151.851063187","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1226, FN=0, Flags=...P...TC","","Null function (No data)"
"10423","151.879079621","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1227, FN=0, Flags=.......TC","","Null function (No data)"
"10440","152.282156876","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1228, FN=0, Flags=...P...TC","","Null function (No data)"
"10560","154.842770641","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1229, FN=0, Flags=.......TC","","Null function (No data)"
"10564","154.846183587","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","120","QoS Data, SN=159, FN=0, Flags=.p.....TC","Voice (Voice)","QoS Data"
"10569","154.934965945","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1230, FN=0, Flags=.......TC","","Null function (No data)"
"10571","154.988066272","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1231, FN=0, Flags=...P...TC","","Null function (No data)"
"10582","155.528885286","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1232, FN=0, Flags=.......TC","","Null function (No data)"
"10586","155.532300220","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","169","QoS Data, SN=1221, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10587","155.532309944","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","169","QoS Data, SN=1222, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10597","155.550472921","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1223, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10599","155.550488353","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","201","QoS Data, SN=1224, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10605","155.580264143","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","202","QoS Data, SN=1225, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10609","155.580302293","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1088","QoS Data, SN=1226, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10615","155.582817871","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1227, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10622","155.590951383","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1228, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10628","155.618942805","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1229, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10632","155.644299643","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1230, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10635","155.691300729","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1233, FN=0, Flags=...P...TC","","Null function (No data)"
"10637","155.719371658","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1234, FN=0, Flags=.......TC","","Null function (No data)"
"10642","155.806744447","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1235, FN=0, Flags=...P...TC","","Null function (No data)"
"10649","156.172155439","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1236, FN=0, Flags=.......TC","","Null function (No data)"
"10669","156.572901235","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1237, FN=0, Flags=...P...TC","","Null function (No data)"
"10670","156.572920359","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1237, FN=0, Flags=...PR..TC","","Null function (No data)"
"10671","156.572926343","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1237, FN=0, Flags=...PR..TC","","Null function (No data)"
"10675","156.582380919","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1237, FN=0, Flags=...PR..TC","","Null function (No data)"
"10686","156.804331271","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1238, FN=0, Flags=.......TC","","Null function (No data)"
"10692","156.804424051","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","167","QoS Data, SN=1231, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10697","156.807617477","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1232, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10700","156.882814728","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1239, FN=0, Flags=.......TC","","Null function (No data)"
"10702","156.972238658","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1240, FN=0, Flags=...P...TC","","Null function (No data)"
"10711","157.000253623","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1241, FN=0, Flags=.......TC","","Null function (No data)"
"10726","157.206393442","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1242, FN=0, Flags=...P...TC","","Null function (No data)"
"10727","157.206416331","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1242, FN=0, Flags=...PR..TC","","Null function (No data)"
"10728","157.206423283","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1242, FN=0, Flags=...PR..TC","","Null function (No data)"
"10729","157.210318269","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1242, FN=0, Flags=...PR..TC","","Null function (No data)"
"10730","157.210342224","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1242, FN=0, Flags=...PR..TC","","Null function (No data)"
"10887","159.970708046","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1243, FN=0, Flags=.......TC","","Null function (No data)"
"10891","159.970763257","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","186","QoS Data, SN=1233, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10897","159.994914534","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1234, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"10925","160.392339518","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1244, FN=0, Flags=...P...TC","","Null function (No data)"
"11045","165.895481865","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1245, FN=0, Flags=.......TC","","Null function (No data)"
"11054","165.898918524","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1235, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11058","165.898960600","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1236, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11062","165.898993884","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1237, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11066","165.902313817","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","150","QoS Data, SN=1238, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11069","165.932709502","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1246, FN=0, Flags=...P...TC","","Null function (No data)"
"11071","165.959866266","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1247, FN=0, Flags=.......TC","","Null function (No data)"
"11080","165.970135790","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","173","QoS Data, SN=1239, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11085","165.994750647","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1248, FN=0, Flags=.......TC","","Null function (No data)"
"11092","166.378483699","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1249, FN=0, Flags=...P...TC","","Null function (No data)"
"11245","172.237091458","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=1250, FN=0, Flags=.......TC","","Null function (No data)"
"11249","172.240444775","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","168","QoS Data, SN=1240, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11250","172.240454070","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","168","QoS Data, SN=1241, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11251","172.240462337","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1242, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11252","172.240468051","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","200","QoS Data, SN=1243, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11253","172.240473911","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1244, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11254","172.240478870","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1245, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11255","172.240483815","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","202","QoS Data, SN=1246, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11256","172.240489063","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1247, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11257","172.240494230","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","201","QoS Data, SN=1248, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11264","172.248145849","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1249, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11268","172.251015694","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","704","QoS Data, SN=1250, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11274","172.263956718","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","147","QoS Data, SN=1251, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11278","172.263978569","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","211","QoS Data, SN=1252, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11289","172.267864358","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","202","QoS Data, SN=1253, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11290","172.267874656","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1254, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"11294","172.267896911","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","202","QoS Data, SN=1255, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
