"No.","Time","Source","Destination","Protocol","Length","Info","wlan.qos.priority","wlan.fc.type_subtype"
"2","0.071207386","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=472, FN=0, Flags=...P...TC","","Null function (No data)"
"4","0.097327157","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=473, FN=0, Flags=.......TC","","Null function (No data)"
"49","0.250976107","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=474, FN=0, Flags=...P...TC","","Null function (No data)"
"77","0.459802865","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=475, FN=0, Flags=.......TC","","Null function (No data)"
"83","0.463069365","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","167","QoS Data, SN=1429, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"104","0.863451400","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=476, FN=0, Flags=...P...TC","","Null function (No data)"
"116","1.267169672","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=477, FN=0, Flags=.......TC","","Null function (No data)"
"120","1.270479423","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","350","QoS Data, SN=1430, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"121","1.270504011","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1369","QoS Data, SN=1431, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"122","1.270517836","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1432, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"123","1.270531491","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1433, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"124","1.270544460","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1434, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"125","1.270557749","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1435, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"126","1.270570845","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1436, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"127","1.270583713","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1437, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"128","1.270597180","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","247","QoS Data, SN=1438, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"133","1.349301058","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=478, FN=0, Flags=...P...TC","","Null function (No data)"
"134","1.352582575","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=478, FN=0, Flags=...P...TC","","Null function (No data)"
"141","1.382638535","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=479, FN=0, Flags=.......TC","","Null function (No data)"
"145","1.382695903","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","350","QoS Data, SN=1439, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"149","1.382743522","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1440, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"153","1.408391689","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1441, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"158","1.411701589","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","156","QoS Data, SN=1442, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"166","1.817129193","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=480, FN=0, Flags=...P...TC","","Null function (No data)"
"281","2.763273933","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=481, FN=0, Flags=.......TC","","Null function (No data)"
"282","2.766498339","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=481, FN=0, Flags=....R..TC","","Null function (No data)"
"289","2.769831043","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1443, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"290","2.769843640","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","485","QoS Data, SN=1444, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"306","2.828144023","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","156","QoS Data, SN=1445, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"312","2.929868537","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1446, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"315","2.929915199","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1446, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"320","2.959362899","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","156","QoS Data, SN=1447, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"326","2.979337065","aa:3a:0e:b6:ed:12","IPv4mcast_7f:ff:fa","802.11","248","QoS Data, SN=1448, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"350","3.224991561","aa:3a:0e:b6:ed:12","IPv4mcast_7f:ff:fa","802.11","243","Data, SN=3570, FN=0, Flags=.pm...F.C","","Data"
"356","3.380367586","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=482, FN=0, Flags=...P...TC","","Null function (No data)"
"504","5.050467157","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=423, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"509","5.158183324","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=425, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"510","5.163277007","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","218","Probe Response, SN=3612, FN=0, Flags=........C, BI=100, SSID=""James""","","Probe Response"
"512","5.172329149","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=426, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"518","5.224602995","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=427, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"520","5.232111465","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","218","Probe Response, SN=3617, FN=0, Flags=........C, BI=100, SSID=""James""","","Probe Response"
"522","5.235834842","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","218","Probe Response, SN=3617, FN=0, Flags=....R...C, BI=100, SSID=""James""","","Probe Response"
"524","5.238614934","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=428, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"525","5.241914289","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","218","Probe Response, SN=3618, FN=0, Flags=........C, BI=100, SSID=""James""","","Probe Response"
"527","5.256873392","aa:3a:0e:b6:ed:12","Broadcast","802.11","137","Probe Request, SN=429, FN=0, Flags=........C, SSID=Wildcard (Broadcast)","","Probe Request"
"528","5.287809541","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=483, FN=0, Flags=.......TC","","Null function (No data)"
"531","5.376090115","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=484, FN=0, Flags=...P...TC","","Null function (No data)"
"536","5.514607242","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=485, FN=0, Flags=.......TC","","Null function (No data)"
"540","5.518089128","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1449, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"541","5.518117114","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","496","QoS Data, SN=1450, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"542","5.518125030","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","891","QoS Data, SN=1451, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"543","5.518132587","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1369","QoS Data, SN=1452, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"544","5.518140393","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","435","QoS Data, SN=1453, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"549","5.525156569","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","887","QoS Data, SN=1454, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"550","5.525172454","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1369","QoS Data, SN=1455, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"551","5.525182329","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","435","QoS Data, SN=1456, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"562","5.532316832","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1457, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"564","5.532339510","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1458, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"574","5.543955591","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1459, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"578","5.543985320","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1460, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"587","5.547312345","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1461, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"592","5.547356511","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1462, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"594","5.547372637","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1463, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"602","5.547428826","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1464, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"608","5.550428844","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1465, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"615","5.550490894","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1466, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"620","5.550531029","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1467, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"626","5.553917899","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1468, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"631","5.553983334","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1469, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"636","5.554040562","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1470, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"641","5.557057466","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","156","QoS Data, SN=1471, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"649","5.560666724","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1472, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"657","5.564191717","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1473, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"658","5.564204074","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1474, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"664","5.564245695","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1475, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"671","5.567535927","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1476, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"673","5.567555281","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1477, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"682","5.570369335","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1478, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"686","5.570400464","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1479, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"690","5.570425273","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1480, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"694","5.570449600","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","265","QoS Data, SN=1481, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"703","5.573564709","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1482, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"708","5.573602300","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1483, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"719","5.577009705","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1484, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"721","5.577027786","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1485, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"727","5.577062516","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1486, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"734","5.580642405","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1487, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"739","5.580680023","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1488, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"746","5.580720383","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1489, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"748","5.580733215","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=486, FN=0, Flags=...P...TC","","Null function (No data)"
"751","5.620348845","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=487, FN=0, Flags=.......TC","","Null function (No data)"
"755","5.620514545","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1490, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"756","5.620520945","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1491, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"757","5.620526690","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","266","QoS Data, SN=1492, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"758","5.620726167","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","157","QoS Data, SN=1493, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"761","5.624004698","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1490, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"762","5.624014583","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","155","QoS Data, SN=1491, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"763","5.624020461","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","266","QoS Data, SN=1492, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"764","5.624025956","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","157","QoS Data, SN=1493, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"766","5.624037910","5a:ef:68:0f:bd:90","aa:3a:0e:b6:ed:12","802.11","75","Action, SN=3624, FN=0, Flags=........C, Dialog Token=7","","Action"
"768","5.627815680","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","75","Action, SN=488, FN=0, Flags=........C, Dialog Token=7","","Action"
"775","5.656960532","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","265","QoS Data, SN=1494, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"782","5.670071351","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1495, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"785","5.670094471","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1496, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"786","5.670101113","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","163","QoS Data, SN=1497, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"788","5.670114075","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1495, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"789","5.670120072","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1498, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"790","5.670126048","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1499, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"796","5.670440990","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1500, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"800","5.672638740","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","288","QoS Data, SN=1501, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"805","5.676542335","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1502, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"814","5.689761464","","aa:3a:0e:b6:ed:12","802.11","2687","QoS Data, SN=1583, FN=0, Flags=.p....F.C","Best Effort (Best Effort)","QoS Data"
"815","5.689784451","","aa:3a:0e:b6:ed:12","802.11","2687","QoS Data, SN=1584, FN=0, Flags=.p....F.C","Best Effort (Best Effort)","QoS Data"
"816","5.689791534","","aa:3a:0e:b6:ed:12","802.11","2687","QoS Data, SN=1585, FN=0, Flags=.p....F.C","Best Effort (Best Effort)","QoS Data"
"817","5.689798711","","aa:3a:0e:b6:ed:12","802.11","2687","QoS Data, SN=1586, FN=0, Flags=.p....F.C","Best Effort (Best Effort)","QoS Data"
"818","5.689807606","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=489, FN=0, Flags=...P...TC","","Null function (No data)"
"924","5.851391905","","aa:3a:0e:b6:ed:12","802.11","2687","QoS Data, SN=1593, FN=0, Flags=.p....F.C","Best Effort (Best Effort)","QoS Data"
"925","5.854619611","","aa:3a:0e:b6:ed:12","802.11","2687","QoS Data, SN=1594, FN=0, Flags=.p....F.C","Best Effort (Best Effort)","QoS Data"
"926","5.858168842","","aa:3a:0e:b6:ed:12","802.11","2687","QoS Data, SN=1595, FN=0, Flags=.p....F.C","Best Effort (Best Effort)","QoS Data"
"927","5.861433469","","aa:3a:0e:b6:ed:12","802.11","2687","QoS Data, SN=1596, FN=0, Flags=.p....F.C","Best Effort (Best Effort)","QoS Data"
"971","5.970490866","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:90","802.11","66","Null function (No data), SN=490, FN=0, Flags=.......TC","","Null function (No data)"
"975","5.970643590","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","165","QoS Data, SN=1535, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"976","5.970647719","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","153","QoS Data, SN=1536, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"977","5.970655813","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","871","QoS Data, SN=1537, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"978","5.970660164","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","153","QoS Data, SN=1538, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"979","5.970663663","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","366","QoS Data, SN=1539, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"980","5.973817088","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1540, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"981","5.973836483","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1541, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"982","5.973841672","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1359","QoS Data, SN=1542, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"983","5.973847381","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","153","QoS Data, SN=1543, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"984","5.973851322","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","1373","QoS Data, SN=1544, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"985","5.973855656","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","153","QoS Data, SN=1545, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"987","5.973867444","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1503, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"988","5.973871943","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1504, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"989","5.973875510","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1505, FN=0, Flags=.p..R..TC","Best Effort (Best Effort)","QoS Data"
"990","5.973878801","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","160","QoS Data, SN=1506, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"991","5.973882435","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","160","QoS Data, SN=1507, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"992","5.973886088","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","160","QoS Data, SN=1508, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"993","5.973889685","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","160","QoS Data, SN=1509, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"994","5.973892936","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","154","QoS Data, SN=1510, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"995","5.973896728","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","158","QoS Data, SN=1511, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"996","5.973900394","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","157","QoS Data, SN=1512, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"997","5.973904529","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","162","QoS Data, SN=1513, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"998","5.973908927","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1514, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"999","5.973912686","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1515, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"1000","5.973917267","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1516, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"1001","5.973921846","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","159","QoS Data, SN=1517, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
"1002","5.973926222","aa:3a:0e:b6:ed:12","5a:ef:68:0f:bd:8f","802.11","160","QoS Data, SN=1518, FN=0, Flags=.p.....TC","Best Effort (Best Effort)","QoS Data"
